printed_page,pdf_page,column,reading_order,layout_status,review_method,human_verified,note
330,40,right,2,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
331,41,left,1,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
331,41,right,2,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
332,42,left,1,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
332,42,right,2,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
333,43,left,1,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
333,43,right,2,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
334,44,left,1,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
334,44,right,2,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
335,45,left,1,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
335,45,right,2,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
336,46,left,1,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
336,46,right,2,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
337,47,left,1,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
337,47,right,2,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
338,48,left,1,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
338,48,right,2,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
339,49,left,1,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
339,49,right,2,visually_confirmed_two_column_ai_assisted,visual_facsimile_layout_ai_assisted,false,Two-column dictionary page; column structure confirmed visually. Article text must be reconstructed from page layout rather than linear OCR order.
